x,y,t
-4967,-5254,1734032559.6301212
-4977,-5268,1734032560.242121
-4987,-5282,1734032560.2881215
-4997,-5296,1734032560.373118
-5007,-5310,1734032562.1921341
-5017,-5324,1734032562.7551355
-5027,-5339,1734032564.1886518
-5037,-5353,1734032565.0086527
-5047,-5367,1734032565.6086516
-5057,-5381,1734032565.6556535
-5067,-5395,1734032565.6976552
-5077,-5409,1734032568.1496549
-5067,-5425,1734032568.2816553
-5067,-5439,1734032568.938172
-5067,-5453,1734032570.1711733
-5057,-5467,1734032570.2161717
-5057,-5481,1734032570.8711722
-5067,-5495,1734032571.6551728
-5077,-5509,1734032572.3961704
-5087,-5523,1734032572.4821756
-5097,-5537,1734032573.1311843
-5107,-5551,1734032573.1751847
-5097,-5565,1734032573.833185
-5087,-5579,1734032574.5751853
-5087,-5593,1734032574.8821843
-5087,-5607,1734032575.1901846
-5087,-5621,1734032575.5381842
-5097,-5635,1734032575.6711836
-5097,-5649,1734032576.0201836
-5097,-5663,1734032576.6241848
-5097,-5677,1734032576.8465285
-5097,-5691,1734032577.155526
-5097,-5706,1734032578.690613
-5097,-5720,1734032578.8236253
-5107,-5734,1734032579.6891444
-5107,-5748,1734032579.8221443
-5107,-5762,1734032581.2231429
-5097,-5776,1734032581.9211428
-5097,-5790,1734032584.8871603
-5087,-5804,1734032586.3581588
-5087,-5818,1734032588.3141584
-5087,-5832,1734032588.3981586
-5087,-5846,1734032588.442159
-5087,-5860,1734032591.5056767
-5077,-5874,1734032594.2806907
-5067,-5888,1734032594.3246918
-5057,-5902,1734032594.3716898
-5047,-5916,1734032594.4146912
-5047,-5930,1734032596.1236906
-5057,-5944,1734032596.6966944
-5057,-5958,1734032597.1736946
-5067,-5972,1734032598.2266922
-5077,-5986,1734032598.2716935
-5077,-6000,1734032599.896691
-5077,-6014,1734032602.5186903
-5087,-6028,1734032604.8396902
-5087,-6042,1734032604.9716914
-5077,-6056,1734032605.8852086
-5067,-6070,1734032606.1482093
-5067,-6084,1734032607.6262078
-5067,-6098,1734032607.6722093
-5077,-6112,1734032608.938208
-5077,-6126,1734032609.198208
-5087,-6140,1734032609.2882078
-5077,-6154,1734032630.358771
-5067,-6168,1734032630.8897743
-5057,-6182,1734032630.9757748
-5057,-6196,1734032633.1387868
-5057,-6210,1734032634.8427885
-5057,-6224,1734032637.5573056
-5057,-6238,1734032642.8898249
-5067,-6252,1734032645.4608383
-5067,-6266,1734032646.4258375
-5077,-6280,1734032647.3158386
-5077,-6295,1734032647.406838
-5087,-6309,1734032648.7518382
-5087,-6323,1734032655.0453706
-5077,-6337,1734032655.132371
-5067,-6351,1734032656.3483708
-5057,-6365,1734032657.264373
-5047,-6379,1734032657.7913702
-5037,-6393,1734032659.5003736
-5027,-6407,1734032659.590372
-5027,-6421,1734032659.9753737
-5027,-6435,1734032662.1603713
-5017,-6449,1734032663.6913695
-5017,-6463,1734032663.9093702
-5007,-6477,1734032665.957892
-4997,-6491,1734032666.0448897
-5007,-6505,1734032666.2188873
-5007,-6519,1734032666.30789
-4997,-6533,1734032670.0119967
-4987,-6548,1734032674.9749966
-4987,-6562,1734032676.979515
-4977,-6576,1734032680.1815145
-4987,-6591,1734032681.4515164
-4987,-6605,1734032681.4935145
-4987,-6619,1734032681.5405138
-4997,-6633,1734032682.8615165
-5007,-6647,1734032683.2495182
-5017,-6661,1734032683.2945151
-5027,-6675,1734032683.6005166
-5027,-6689,1734032683.6435142
